r	calc	exp	diff
21.4	-0.81924	-1.00774	-0.1885
21.41	-0.7993	-0.96612	-0.16682
21.42	-0.78137	-0.92575	-0.14438
21.43	-0.76542	-0.88678	-0.12136
21.44	-0.7514	-0.84932	-0.09792
21.45	-0.73924	-0.81344	-0.0742
21.46	-0.72884	-0.77917	-0.05033
21.47	-0.72007	-0.74651	-0.02644
21.48	-0.71279	-0.71544	-0.00265
21.49	-0.70684	-0.6859	0.02094
21.5	-0.70204	-0.65786	0.04419
21.51	-0.69821	-0.63123	0.06698
21.52	-0.69514	-0.60598	0.08917
21.53	-0.69265	-0.58204	0.11061
21.54	-0.69053	-0.55939	0.13114
21.55	-0.6886	-0.53801	0.15059
21.56	-0.68667	-0.5179	0.16877
21.57	-0.68459	-0.49908	0.18551
21.58	-0.68221	-0.4816	0.20061
21.59	-0.67941	-0.46551	0.2139
21.6	-0.6761	-0.45089	0.22521
21.61	-0.67222	-0.43781	0.23441
21.62	-0.66774	-0.42636	0.24138
21.63	-0.66266	-0.41661	0.24605
21.64	-0.65702	-0.40862	0.2484
21.65	-0.65089	-0.40245	0.24844
21.66	-0.64438	-0.39812	0.24626
21.67	-0.63759	-0.39563	0.24197
21.68	-0.6307	-0.39495	0.23576
21.69	-0.62388	-0.39601	0.22787
21.7	-0.6173	-0.39872	0.21858
21.71	-0.61116	-0.40296	0.2082
21.72	-0.60567	-0.40857	0.19711
21.73	-0.60101	-0.41536	0.18565
21.74	-0.59737	-0.42316	0.17421
21.75	-0.59491	-0.43175	0.16317
21.76	-0.59377	-0.44091	0.15286
21.77	-0.59405	-0.45045	0.14361
21.78	-0.59584	-0.46017	0.13567
21.79	-0.59915	-0.46988	0.12927
21.8	-0.60399	-0.47945	0.12454
21.81	-0.61029	-0.48874	0.12155
21.82	-0.61795	-0.49767	0.12029
21.83	-0.62682	-0.50617	0.12066
21.84	-0.63671	-0.51422	0.12249
21.85	-0.64738	-0.52184	0.12554
21.86	-0.65857	-0.52907	0.1295
21.87	-0.66996	-0.53596	0.134
21.88	-0.68124	-0.54259	0.13864
21.89	-0.69205	-0.54907	0.14299
21.9	-0.70206	-0.55547	0.14659
21.91	-0.71091	-0.56189	0.14902
21.92	-0.71827	-0.56841	0.14986
21.93	-0.72381	-0.57507	0.14874
21.94	-0.72724	-0.58189	0.14535
21.95	-0.72832	-0.58889	0.13943
21.96	-0.72682	-0.59601	0.13081
21.97	-0.72258	-0.60319	0.1194
21.98	-0.71551	-0.61031	0.10521
21.99	-0.70556	-0.61723	0.08833
22	-0.69274	-0.6238	0.06894
22.01	-0.67713	-0.62984	0.04729
22.02	-0.65887	-0.63514	0.02373
22.03	-0.63816	-0.63951	-0.00136
22.04	-0.61524	-0.64277	-0.02753
22.05	-0.59042	-0.64475	-0.05434
22.06	-0.56403	-0.64531	-0.08128
22.07	-0.53645	-0.64434	-0.10789
22.08	-0.50807	-0.64178	-0.13371
22.09	-0.47931	-0.63762	-0.15831
22.1	-0.45057	-0.63189	-0.18132
22.11	-0.42227	-0.62469	-0.20242
22.12	-0.39479	-0.61615	-0.22137
22.13	-0.3685	-0.60647	-0.23796
22.14	-0.34375	-0.59586	-0.25211
22.15	-0.32082	-0.58459	-0.26377
22.16	-0.29996	-0.57293	-0.27297
22.17	-0.28137	-0.56118	-0.27981
22.18	-0.26521	-0.54961	-0.2844
22.19	-0.25155	-0.5385	-0.28695
22.2	-0.24045	-0.52808	-0.28763
22.21	-0.23189	-0.51856	-0.28667
22.22	-0.22581	-0.51009	-0.28428
22.23	-0.22212	-0.50276	-0.28064
22.24	-0.22068	-0.49662	-0.27594
22.25	-0.22133	-0.49162	-0.27029
22.26	-0.22389	-0.48769	-0.2638
22.27	-0.22817	-0.48467	-0.2565
22.28	-0.23397	-0.48236	-0.24839
22.29	-0.2411	-0.48052	-0.23942
22.3	-0.24938	-0.47888	-0.2295
22.31	-0.25865	-0.47714	-0.21849
22.32	-0.26878	-0.47501	-0.20623
22.33	-0.27966	-0.47223	-0.19256
22.34	-0.29123	-0.46854	-0.17731
22.35	-0.30345	-0.46375	-0.16031
22.36	-0.31631	-0.45772	-0.14142
22.37	-0.32985	-0.45038	-0.12054
22.38	-0.34413	-0.44174	-0.09762
22.39	-0.35923	-0.4319	-0.07266
22.4	-0.37528	-0.42102	-0.04573
22.41	-0.39239	-0.40937	-0.01698
22.42	-0.41069	-0.39729	0.0134
22.43	-0.43031	-0.38519	0.04512
22.44	-0.45138	-0.37353	0.07785
22.45	-0.47398	-0.3628	0.11118
22.46	-0.49822	-0.35355	0.14467
22.47	-0.52412	-0.34629	0.17784
22.48	-0.55172	-0.34153	0.21019
22.49	-0.58097	-0.33976	0.24121
22.5	-0.61181	-0.34139	0.27042
22.51	-0.64412	-0.34677	0.29735
22.52	-0.67774	-0.35617	0.32157
22.53	-0.71244	-0.36974	0.3427
22.54	-0.74798	-0.38755	0.36043
22.55	-0.78407	-0.40955	0.37453
22.56	-0.82038	-0.43556	0.38481
22.57	-0.85654	-0.46534	0.39121
22.58	-0.8922	-0.4985	0.3937
22.59	-0.92696	-0.5346	0.39236
22.6	-0.96042	-0.57311	0.38731
22.61	-0.99221	-0.61346	0.37875
22.62	-1.02194	-0.65503	0.36691
22.63	-1.04926	-0.69718	0.35207
22.64	-1.07383	-0.7393	0.33453
22.65	-1.09535	-0.78077	0.31458
22.66	-1.11355	-0.82102	0.29253
22.67	-1.12822	-0.85955	0.26868
22.68	-1.13917	-0.89588	0.24329
22.69	-1.14626	-0.92966	0.2166
22.7	-1.14939	-0.96057	0.18882
22.71	-1.1485	-0.98839	0.16011
22.72	-1.14358	-1.01297	0.13061
22.73	-1.13463	-1.03422	0.10041
22.74	-1.12172	-1.05211	0.06961
22.75	-1.1049	-1.06666	0.03824
22.76	-1.08427	-1.07791	0.00636
22.77	-1.05994	-1.08591	-0.02597
22.78	-1.03201	-1.09071	-0.0587
22.79	-1.00061	-1.09234	-0.09173
22.8	-0.96584	-1.0908	-0.12496
22.81	-0.92783	-1.08603	-0.1582
22.82	-0.88667	-1.07793	-0.19126
22.83	-0.84245	-1.06633	-0.22388
22.84	-0.79526	-1.05098	-0.25572
22.85	-0.74516	-1.03161	-0.28646
22.86	-0.69219	-1.00785	-0.31566
22.87	-0.63641	-0.9793	-0.34289
22.88	-0.57784	-0.94554	-0.3677
22.89	-0.51651	-0.90611	-0.3896
22.9	-0.45244	-0.86057	-0.40813
22.91	-0.38564	-0.8085	-0.42286
22.92	-0.31614	-0.7495	-0.43337
22.93	-0.24394	-0.68327	-0.43932
22.94	-0.1691	-0.60956	-0.44046
22.95	-0.09164	-0.52823	-0.43659
22.96	-0.01162	-0.43926	-0.42764
22.97	0.0709	-0.34274	-0.41363
22.98	0.15583	-0.23889	-0.39472
22.99	0.24308	-0.12808	-0.37117
23	0.33255	-0.01079	-0.34334
23.01	0.42411	0.1124	-0.31172
23.02	0.51763	0.24076	-0.27687
23.03	0.61297	0.37351	-0.23946
23.04	0.70996	0.50977	-0.20019
23.05	0.80845	0.64863	-0.15983
23.06	0.90828	0.78915	-0.11913
23.07	1.00928	0.93039	-0.07889
23.08	1.11127	1.07144	-0.03983
23.09	1.21408	1.21142	-0.00266
23.1	1.31753	1.34954	0.03201
23.11	1.42145	1.48508	0.06363
23.12	1.52564	1.61741	0.09177
23.13	1.62992	1.74601	0.11609
23.14	1.73407	1.87049	0.13642
23.15	1.83788	1.99054	0.15266
23.16	1.94111	2.10597	0.16486
23.17	2.0435	2.21665	0.17315
23.18	2.14475	2.32257	0.17782
23.19	2.24455	2.42374	0.17919
23.2	2.34253	2.52023	0.1777
23.21	2.43829	2.61209	0.1738
23.22	2.53138	2.6994	0.16802
23.23	2.62131	2.78217	0.16086
23.24	2.70754	2.86037	0.15283
23.25	2.78948	2.9339	0.14442
23.26	2.8665	3.00257	0.13607
23.27	2.93793	3.06609	0.12816
23.28	3.00305	3.12405	0.121
23.29	3.06113	3.17594	0.11481
23.3	3.1114	3.22117	0.10977
23.31	3.1531	3.25901	0.10591
23.32	3.18546	3.28871	0.10325
23.33	3.20771	3.30941	0.10171
23.34	3.21912	3.32024	0.10112
23.35	3.21899	3.32031	0.10132
23.36	3.20669	3.30877	0.10208
23.37	3.18164	3.28479	0.10315
23.38	3.14333	3.24762	0.10429
23.39	3.09136	3.19664	0.10528
23.4	3.02543	3.13131	0.10588
23.41	2.94533	3.05129	0.10597
23.42	2.85099	2.95636	0.10537
23.43	2.74246	2.84651	0.10405
23.44	2.61993	2.72191	0.10198
23.45	2.4837	2.58291	0.09921
23.46	2.33424	2.43005	0.09581
23.47	2.1721	2.26404	0.09194
23.48	1.99801	2.08577	0.08776
23.49	1.81277	1.89625	0.08348
23.5	1.61733	1.69664	0.07931
23.51	1.41273	1.48818	0.07545
23.52	1.2001	1.27219	0.07209
23.53	0.98065	1.05005	0.0694
23.54	0.75565	0.82315	0.0675
23.55	0.52644	0.5929	0.06646
23.56	0.29437	0.36066	0.06629
23.57	0.06084	0.12777	0.06693
23.58	-0.17275	-0.10449	0.06827
23.59	-0.40501	-0.3349	0.07011
23.6	-0.63456	-0.56233	0.07223
23.61	-0.86006	-0.78573	0.07433
23.62	-1.08019	-1.00411	0.07608
23.63	-1.29371	-1.21658	0.07713
23.64	-1.49944	-1.42229	0.07715
23.65	-1.69624	-1.6205	0.07574
23.66	-1.88308	-1.81046	0.07262
23.67	-2.059	-1.99151	0.06749
23.68	-2.22314	-2.16299	0.06015
23.69	-2.37473	-2.32428	0.05045
23.7	-2.51307	-2.47475	0.03832
23.71	-2.63759	-2.61379	0.0238
23.72	-2.74782	-2.7408	0.00702
23.73	-2.84336	-2.85516	-0.0118
23.74	-2.92393	-2.95627	-0.03234
23.75	-2.98934	-3.04354	-0.0542
23.76	-3.03951	-3.1164	-0.07689
23.77	-3.07442	-3.17429	-0.09987
23.78	-3.09416	-3.21673	-0.12257
23.79	-3.0989	-3.24329	-0.14439
23.8	-3.08889	-3.25358	-0.16469
23.81	-3.06446	-3.24736	-0.1829
23.82	-3.026	-3.22446	-0.19846
23.83	-2.97396	-3.18485	-0.21089
23.84	-2.90886	-3.1286	-0.21974
23.85	-2.83125	-3.05597	-0.22472
23.86	-2.74176	-2.96733	-0.22557
23.87	-2.64101	-2.86321	-0.2222
23.88	-2.52968	-2.74428	-0.2146
23.89	-2.40845	-2.61134	-0.20289
23.9	-2.27803	-2.46534	-0.18731
23.91	-2.13913	-2.30731	-0.16818
23.92	-1.99246	-2.1384	-0.14594
23.93	-1.83873	-1.95981	-0.12108
23.94	-1.67862	-1.77281	-0.09419
23.95	-1.51282	-1.57869	-0.06587
23.96	-1.34198	-1.37875	-0.03677
23.97	-1.16673	-1.17424	-0.00751
23.98	-0.98768	-0.96642	0.02126
23.99	-0.80543	-0.75646	0.04896
24	-0.62051	-0.54547	0.07505
24.01	-0.43348	-0.33445	0.09903
24.02	-0.24484	-0.12433	0.12051
24.03	-0.05509	0.08406	0.13915
24.04	0.1353	0.29	0.15471
24.05	0.32584	0.49288	0.16703
24.06	0.51608	0.69214	0.17606
24.07	0.70555	0.88734	0.18179
24.08	0.89378	1.07809	0.18431
24.09	1.08027	1.26404	0.18377
24.1	1.26454	1.44489	0.18035
24.11	1.44605	1.62036	0.17431
24.12	1.62426	1.79017	0.16591
24.13	1.79861	1.95403	0.15542
24.14	1.96851	2.11163	0.14312
24.15	2.13332	2.26264	0.12932
24.16	2.29241	2.40666	0.11425
24.17	2.44512	2.5433	0.09818
24.18	2.59076	2.67207	0.08131
24.19	2.72865	2.7925	0.06385
24.2	2.85811	2.90406	0.04595
24.21	2.97845	3.00621	0.02776
24.22	3.08902	3.09842	0.0094
24.23	3.18918	3.18014	-0.00904
24.24	3.27833	3.25088	-0.02745
24.25	3.35595	3.31017	-0.04578
24.26	3.42153	3.35762	-0.06391
24.27	3.47468	3.39291	-0.08177
24.28	3.51505	3.4158	-0.09925
24.29	3.54241	3.42618	-0.11623
24.3	3.5566	3.42402	-0.13258
24.31	3.55759	3.40943	-0.14816
24.32	3.54544	3.38264	-0.1628
24.33	3.5203	3.34397	-0.17633
24.34	3.48246	3.2939	-0.18856
24.35	3.4323	3.23298	-0.19932
24.36	3.37029	3.16186	-0.20843
24.37	3.29702	3.08127	-0.21575
24.38	3.21314	2.99202	-0.22112
24.39	3.11942	2.89494	-0.22448
24.4	3.01665	2.79091	-0.22574
24.41	2.9057	2.6808	-0.22491
24.42	2.78751	2.5655	-0.22201
24.43	2.663	2.44584	-0.21716
24.44	2.53315	2.32264	-0.21051
24.45	2.39892	2.19666	-0.20226
24.46	2.26129	2.0686	-0.19269
24.47	2.1212	1.93911	-0.18209
24.48	1.97956	1.80876	-0.1708
24.49	1.83724	1.67804	-0.1592
24.5	1.69508	1.54741	-0.14768
24.51	1.55385	1.41723	-0.13662
24.52	1.41424	1.28784	-0.1264
24.53	1.27691	1.15951	-0.1174
24.54	1.14241	1.03251	-0.1099
24.55	1.01126	0.90706	-0.1042
24.56	0.88387	0.78337	-0.1005
24.57	0.76061	0.66166	-0.09895
24.58	0.64176	0.54214	-0.09963
24.59	0.52756	0.42503	-0.10253
24.6	0.41816	0.31059	-0.10757
24.61	0.31368	0.19907	-0.11461
24.62	0.21418	0.09075	-0.12343
24.63	0.11967	-0.01407	-0.13374
24.64	0.03012	-0.1151	-0.14521
24.65	-0.05453	-0.21201	-0.15748
24.66	-0.13437	-0.30452	-0.17014
24.67	-0.20952	-0.39231	-0.1828
24.68	-0.28011	-0.47515	-0.19504
24.69	-0.3463	-0.55278	-0.20647
24.7	-0.40827	-0.62503	-0.21675
24.71	-0.46621	-0.69176	-0.22555
24.72	-0.5203	-0.75291	-0.23262
24.73	-0.57075	-0.80849	-0.23773
24.74	-0.61779	-0.85856	-0.24077
24.75	-0.66163	-0.90329	-0.24165
24.76	-0.70251	-0.9429	-0.24038
24.77	-0.74067	-0.97769	-0.23702
24.78	-0.77635	-1.00803	-0.23168
24.79	-0.80981	-1.03436	-0.22456
24.8	-0.84131	-1.05716	-0.21585
24.81	-0.87112	-1.07694	-0.20582
24.82	-0.89952	-1.09425	-0.19473
24.83	-0.92678	-1.10965	-0.18287
24.84	-0.95319	-1.1237	-0.17051
24.85	-0.97904	-1.13694	-0.1579
24.86	-1.0046	-1.14989	-0.14529
24.87	-1.03016	-1.16303	-0.13287
24.88	-1.05599	-1.17679	-0.1208
24.89	-1.08234	-1.19154	-0.1092
24.9	-1.10948	-1.20759	-0.09811
24.91	-1.13763	-1.22518	-0.08755
24.92	-1.16701	-1.24448	-0.07747
24.93	-1.19779	-1.26559	-0.0678
24.94	-1.23013	-1.28855	-0.05842
24.95	-1.26417	-1.31332	-0.04915
24.96	-1.29998	-1.33982	-0.03984
24.97	-1.33762	-1.36789	-0.03027
24.98	-1.3771	-1.39736	-0.02026
24.99	-1.41837	-1.428	-0.00963
25	-1.46137	-1.45956	0.00181
25.01	-1.50596	-1.49177	0.01419
25.02	-1.55197	-1.52435	0.02762
25.03	-1.59918	-1.55699	0.04219
25.04	-1.64733	-1.58941	0.05792
25.05	-1.6961	-1.62132	0.07478
25.06	-1.74514	-1.65245	0.09269
25.07	-1.79406	-1.6825	0.11156
25.08	-1.84243	-1.71123	0.1312
25.09	-1.88979	-1.73837	0.15143
25.1	-1.93566	-1.76369	0.17197
25.11	-1.97952	-1.78694	0.19258
25.12	-2.02084	-1.80791	0.21293
25.13	-2.05909	-1.82635	0.23274
25.14	-2.09372	-1.84205	0.25167
25.15	-2.12419	-1.85478	0.26941
25.16	-2.14997	-1.86434	0.28563
25.17	-2.17054	-1.87049	0.30005
25.18	-2.18541	-1.87303	0.31239
25.19	-2.19412	-1.87173	0.32239
25.2	-2.19623	-1.86639	0.32984
25.21	-2.19137	-1.85681	0.33456
25.22	-2.17919	-1.8428	0.33639
25.23	-2.15942	-1.82419	0.33523
25.24	-2.13183	-1.80082	0.33101
25.25	-2.09627	-1.77258	0.32369
25.26	-2.05264	-1.73936	0.31328
25.27	-2.00094	-1.70109	0.29985
25.28	-1.9412	-1.65775	0.28345
25.29	-1.87356	-1.60934	0.26422
25.3	-1.79822	-1.5559	0.24232
25.31	-1.71544	-1.49752	0.21792
25.32	-1.62556	-1.43431	0.19125
25.33	-1.52898	-1.36644	0.16255
25.34	-1.42618	-1.29409	0.13209
25.35	-1.31766	-1.21747	0.10019
25.36	-1.20399	-1.13684	0.06715
25.37	-1.08578	-1.05245	0.03333
25.38	-0.96368	-0.96458	-9.04268E-4
25.39	-0.83835	-0.87352	-0.03517
25.4	-0.71047	-0.77955	-0.06908
25.41	-0.58075	-0.68297	-0.10222
25.42	-0.44988	-0.58408	-0.1342
25.43	-0.31854	-0.48314	-0.16461
25.44	-0.1874	-0.38045	-0.19306
25.45	-0.0571	-0.27628	-0.21917
25.46	0.07173	-0.17087	-0.2426
25.47	0.19852	-0.0645	-0.26302
25.48	0.32273	0.04258	-0.28015
25.49	0.44388	0.15012	-0.29376
25.5	0.56152	0.25786	-0.30365
25.51	0.67525	0.36553	-0.30972
25.52	0.78474	0.47286	-0.31188
25.53	0.88968	0.57953	-0.31015
25.54	0.98983	0.68525	-0.30459
25.55	1.085	0.78966	-0.29534
25.56	1.17501	0.89241	-0.28261
25.57	1.25975	0.9931	-0.26666
25.58	1.33913	1.09132	-0.24781
25.59	1.41307	1.18664	-0.22643
25.6	1.48153	1.27859	-0.20294
25.61	1.54448	1.3667	-0.17778
25.62	1.6019	1.4505	-0.1514
25.63	1.65377	1.5295	-0.12427
25.64	1.70008	1.60323	-0.09685
25.65	1.74081	1.67122	-0.06959
25.66	1.77592	1.73302	-0.0429
25.67	1.80537	1.78823	-0.01714
25.68	1.82912	1.83647	0.00735
25.69	1.84711	1.87741	0.0303
25.7	1.85925	1.91077	0.05152
25.71	1.86546	1.93633	0.07087
25.72	1.86566	1.95392	0.08826
25.73	1.85973	1.96344	0.10371
25.74	1.84759	1.96484	0.11725
25.75	1.82914	1.95814	0.12901
25.76	1.80428	1.94342	0.13914
25.77	1.77294	1.92079	0.14785
25.78	1.73507	1.89043	0.15536
25.79	1.69063	1.85254	0.16192
25.8	1.6396	1.80738	0.16778
25.81	1.58201	1.75522	0.17321
25.82	1.51791	1.69635	0.17844
25.83	1.4474	1.63106	0.18366
25.84	1.37061	1.55967	0.18906
25.85	1.28771	1.48248	0.19477
25.86	1.19891	1.39981	0.2009
25.87	1.10447	1.31193	0.20746
25.88	1.00467	1.21914	0.21447
25.89	0.89985	1.1217	0.22185
25.9	0.79035	1.01989	0.22954
25.91	0.67656	0.91394	0.23738
25.92	0.55889	0.80412	0.24522
25.93	0.43777	0.69064	0.25287
25.94	0.31364	0.57377	0.26013
25.95	0.18695	0.45373	0.26678
25.96	0.05813	0.33078	0.27265
25.97	-0.07235	0.20519	0.27754
25.98	-0.20407	0.07723	0.28129
25.99	-0.33659	-0.05281	0.28378
26	-0.46951	-0.18462	0.28489
26.01	-0.60243	-0.31785	0.28458
26.02	-0.73499	-0.45217	0.28282
26.03	-0.86684	-0.58721	0.27963
26.04	-0.99767	-0.72258	0.27508
26.05	-1.12716	-0.8579	0.26926
26.06	-1.25505	-0.99276	0.26228
26.07	-1.38107	-1.12677	0.2543
26.08	-1.50499	-1.25952	0.24547
26.09	-1.6266	-1.39062	0.23598
26.1	-1.74567	-1.5197	0.22597
26.11	-1.86201	-1.64639	0.21562
26.12	-1.97541	-1.77035	0.20506
26.13	-2.08569	-1.89125	0.19444
26.14	-2.19264	-2.00879	0.18385
26.15	-2.29606	-2.12271	0.17335
26.16	-2.39573	-2.23274	0.16299
26.17	-2.49142	-2.33865	0.15277
26.18	-2.58291	-2.44022	0.14269
26.19	-2.66993	-2.53724	0.13269
26.2	-2.75222	-2.62952	0.1227
26.21	-2.8295	-2.71686	0.11264
26.22	-2.90148	-2.79906	0.10242
26.23	-2.96786	-2.87591	0.09195
26.24	-3.02834	-2.9472	0.08114
26.25	-3.08259	-3.0127	0.06989
26.26	-3.13033	-3.07216	0.05817
26.27	-3.17123	-3.12531	0.04592
26.28	-3.20502	-3.17186	0.03316
26.29	-3.23142	-3.21153	0.01989
26.3	-3.25017	-3.24399	0.00618
26.31	-3.26106	-3.26893	-0.00787
26.32	-3.26389	-3.28604	-0.02215
26.33	-3.25849	-3.29501	-0.03652
26.34	-3.24477	-3.29557	-0.0508
26.35	-3.22264	-3.28744	-0.0648
26.36	-3.19208	-3.27042	-0.07834
26.37	-3.15311	-3.24432	-0.09121
26.38	-3.10581	-3.20904	-0.10323
26.39	-3.0503	-3.16452	-0.11422
26.4	-2.98675	-3.11079	-0.12404
26.41	-2.91539	-3.04793	-0.13255
26.42	-2.83647	-2.97614	-0.13967
26.43	-2.75032	-2.89565	-0.14533
26.44	-2.65729	-2.80681	-0.14952
26.45	-2.55775	-2.71001	-0.15226
26.46	-2.45213	-2.60575	-0.15362
26.47	-2.34086	-2.49455	-0.15369
26.48	-2.22442	-2.37701	-0.15259
26.49	-2.10329	-2.25375	-0.15046
26.5	-1.97795	-2.12542	-0.14748
26.51	-1.8489	-1.99271	-0.14381
26.52	-1.71664	-1.85627	-0.13963
26.53	-1.58168	-1.71678	-0.1351
26.54	-1.44449	-1.57489	-0.1304
26.55	-1.30558	-1.43119	-0.12561
26.56	-1.1654	-1.28627	-0.12087
26.57	-1.02442	-1.14066	-0.11624
26.58	-0.88309	-0.99482	-0.11174
26.59	-0.74182	-0.84919	-0.10737
26.6	-0.60104	-0.70415	-0.10311
26.61	-0.46113	-0.56001	-0.09887
26.62	-0.3225	-0.41706	-0.09456
26.63	-0.1855	-0.27554	-0.09004
26.64	-0.05049	-0.13566	-0.08518
26.65	0.08218	0.00236	-0.07981
26.66	0.21217	0.13837	-0.0738
26.67	0.33915	0.27215	-0.067
26.68	0.46281	0.40353	-0.05927
26.69	0.58282	0.5323	-0.05052
26.7	0.69888	0.65821	-0.04067
26.71	0.81067	0.78099	-0.02968
26.72	0.91791	0.90036	-0.01755
26.73	1.0203	1.01596	-0.00434
26.74	1.11755	1.12742	0.00987
26.75	1.20939	1.23435	0.02496
26.76	1.29555	1.33631	0.04076
26.77	1.3758	1.43285	0.05705
26.78	1.44989	1.52352	0.07363
26.79	1.51761	1.60785	0.09024
26.8	1.57879	1.68541	0.10662
26.81	1.63327	1.75578	0.12251
26.82	1.68091	1.81859	0.13768
26.83	1.72163	1.87351	0.15188
26.84	1.75537	1.92029	0.16492
26.85	1.78213	1.95873	0.1766
26.86	1.80194	1.98873	0.18679
26.87	1.81486	2.01028	0.19542
26.88	1.82104	2.02343	0.20239
26.89	1.82064	2.02836	0.20772
26.9	1.81387	2.02532	0.21145
26.91	1.80101	2.01465	0.21364
26.92	1.78236	1.99676	0.2144
26.93	1.75828	1.97214	0.21386
26.94	1.72915	1.94134	0.21219
26.95	1.69541	1.90496	0.20955
26.96	1.6575	1.86362	0.20612
26.97	1.61592	1.81798	0.20206
26.98	1.57116	1.76869	0.19753
26.99	1.52374	1.71642	0.19268
27	1.47418	1.66178	0.1876
27.01	1.42302	1.6054	0.18238
27.02	1.37077	1.54783	0.17706
27.03	1.31797	1.48961	0.17165
27.04	1.26509	1.43121	0.16612
27.05	1.21264	1.37304	0.1604
27.06	1.16106	1.31549	0.15443
27.07	1.11079	1.25885	0.14806
27.08	1.06222	1.20341	0.14119
27.09	1.01572	1.14938	0.13366
27.1	0.97161	1.09695	0.12534
27.11	0.93018	1.04627	0.11609
27.12	0.89168	0.99747	0.10579
27.13	0.85633	0.95068	0.09435
27.14	0.8243	0.90601	0.0817
27.15	0.79572	0.86355	0.06782
27.16	0.77071	0.82343	0.05273
27.17	0.74932	0.78578	0.03646
27.18	0.73159	0.75073	0.01914
27.19	0.71755	0.71843	8.86046E-4
27.2	0.70717	0.68906	-0.0181
27.21	0.70041	0.6628	-0.03761
27.22	0.69723	0.63983	-0.0574
27.23	0.69754	0.62035	-0.07719
27.24	0.70126	0.60454	-0.09672
27.25	0.70829	0.59259	-0.1157
27.26	0.71852	0.58466	-0.13385
27.27	0.73181	0.58089	-0.15092
27.28	0.74805	0.58139	-0.16667
27.29	0.7671	0.58621	-0.18089
27.3	0.7888	0.59538	-0.19342
27.31	0.813	0.60886	-0.20415
27.32	0.83955	0.62656	-0.21299
27.33	0.86826	0.64834	-0.21993
27.34	0.89897	0.67399	-0.22498
27.35	0.93148	0.70325	-0.22823
27.36	0.96559	0.73581	-0.22977
27.37	1.00109	0.77131	-0.22978
27.38	1.03777	0.80935	-0.22842
27.39	1.07538	0.84948	-0.2259
27.4	1.1137	0.89126	-0.22244
27.41	1.15246	0.93419	-0.21827
27.42	1.1914	0.9778	-0.2136
27.43	1.23026	1.02162	-0.20864
27.44	1.26877	1.06516	-0.20361
27.45	1.30663	1.10801	-0.19862
27.46	1.34358	1.14973	-0.19385
27.47	1.37934	1.18997	-0.18937
27.48	1.41363	1.22838	-0.18525
27.49	1.44619	1.26469	-0.1815
27.5	1.47678	1.29865	-0.17813
27.51	1.50516	1.33009	-0.17507
27.52	1.53111	1.35887	-0.17224
27.53	1.55444	1.38489	-0.16955
27.54	1.57499	1.40811	-0.16688
27.55	1.59262	1.42852	-0.1641
27.56	1.60723	1.44614	-0.16109
27.57	1.61872	1.46102	-0.1577
27.58	1.62707	1.47323	-0.15384
27.59	1.63227	1.48283	-0.14944
27.6	1.63432	1.48993	-0.14439
27.61	1.63329	1.49459	-0.1387
27.62	1.62926	1.49689	-0.13237
27.63	1.62233	1.49689	-0.12544
27.64	1.61262	1.49464	-0.11798
27.65	1.60029	1.49017	-0.11012
27.66	1.58549	1.48347	-0.10202
27.67	1.56839	1.47454	-0.09385
27.68	1.54915	1.46334	-0.08581
27.69	1.52795	1.44981	-0.07814
27.7	1.50493	1.43388	-0.07105
27.71	1.48025	1.41545	-0.0648
27.72	1.45404	1.39443	-0.05961
27.73	1.42639	1.37072	-0.05567
27.74	1.39738	1.34421	-0.05317
27.75	1.36707	1.31481	-0.05226
27.76	1.33548	1.28241	-0.05307
27.77	1.3026	1.24694	-0.05566
27.78	1.26837	1.20834	-0.06003
27.79	1.23274	1.16656	-0.06618
27.8	1.19559	1.12159	-0.074
27.81	1.15679	1.07345	-0.08334
27.82	1.11621	1.02216	-0.09405
27.83	1.07366	0.9678	-0.10587
27.84	1.02898	0.91047	-0.11852
27.85	0.98199	0.85029	-0.13169
27.86	0.93249	0.78744	-0.14506
27.87	0.88034	0.72209	-0.15825
27.88	0.82536	0.65445	-0.17091
27.89	0.76745	0.58477	-0.18267
27.9	0.70649	0.51331	-0.19317
27.91	0.64243	0.44034	-0.20209
27.92	0.57526	0.36616	-0.2091
27.93	0.50501	0.29108	-0.21394
27.94	0.43178	0.2154	-0.21638
27.95	0.3557	0.13945	-0.21625
27.96	0.27698	0.06356	-0.21342
27.97	0.1959	-0.01194	-0.20784
27.98	0.11276	-0.08673	-0.1995
27.99	0.02796	-0.1605	-0.18845
28	-0.05808	-0.23292	-0.17484
28.01	-0.14487	-0.30369	-0.15882
28.02	-0.23188	-0.37251	-0.14064
28.03	-0.31854	-0.43911	-0.12057
28.04	-0.40427	-0.50321	-0.09894
28.05	-0.48845	-0.56456	-0.07611
28.06	-0.57045	-0.62291	-0.05246
28.07	-0.64966	-0.67805	-0.02839
28.08	-0.72544	-0.72976	-0.00432
28.09	-0.79721	-0.77786	0.01935
28.1	-0.86439	-0.82218	0.04221
28.11	-0.92644	-0.86257	0.06388
28.12	-0.98289	-0.89889	0.08401
28.13	-1.03331	-0.93103	0.10228
28.14	-1.07731	-0.9589	0.11841
28.15	-1.1146	-0.98242	0.13218
28.16	-1.14495	-1.00155	0.1434
28.17	-1.16821	-1.01626	0.15195
28.18	-1.1843	-1.02653	0.15777
