ppm (expt), data (expt), ppm (sim), data (sim)
,,-731.614,0.0426
,,-731.668,0.0606
,,-731.722,0.078
,,-731.776,0.0948
,,-731.83,0.1108
,,-731.884,0.126
,,-731.938,0.1404
,,-731.992,0.1539
,,-732.046,0.1664
,,-732.1,0.1779
,,-732.155,0.1885
,,-732.209,0.1979
,,-732.263,0.2063
,,-732.317,0.2135
,,-732.371,0.2197
,,-732.425,0.2247
,,-732.479,0.2286
,,-732.533,0.2313
,,-732.587,0.233
,,-732.641,0.2335
,,-732.695,0.233
,,-732.749,0.2314
,,-732.803,0.2289
,,-732.857,0.2253
,,-732.911,0.2208
,,-732.965,0.2154
,,-733.019,0.2092
,,-733.073,0.2023
,,-733.127,0.1945
,,-733.181,0.1862
,,-733.235,0.1772
,,-733.289,0.1678
,,-733.343,0.1578
,,-733.397,0.1475
,,-733.451,0.1369
,,-733.505,0.126
,,-733.559,0.115
,,-733.613,0.1039
,,-733.667,0.0928
,,-733.721,0.0817
,,-733.776,0.0707
,,-733.83,0.06
,,-733.884,0.0495
,,-733.938,0.0393
,,-733.992,0.0295
,,-734.046,0.0202
,,-734.1,0.0113
,,-734.154,3.06E-03
,,-734.208,-4.63E-03
,,-734.262,-0.0117
,,-734.316,-0.0181
,,-734.37,-0.0237
,,-734.424,-0.0286
,,-734.478,-0.0328
,,-734.532,-0.0362
,,-734.586,-0.0388
,,-734.64,-0.0405
,,-734.694,-0.0415
,,-734.748,-0.0417
,,-734.802,-0.0411
,,-734.856,-0.0396
,,-734.91,-0.0375
,,-734.964,-0.0345
,,-735.018,-0.0309
,,-735.072,-0.0266
,,-735.126,-0.0216
,,-735.18,-0.016
,,-735.234,-9.83E-03
,,-735.288,-3.14E-03
,,-735.342,4.03E-03
,,-735.396,0.0116
,,-735.451,0.0196
,,-735.505,0.0278
,,-735.559,0.0364
,,-735.613,0.0451
,,-735.667,0.054
,,-735.721,0.0629
,,-735.775,0.0718
,,-735.829,0.0807
,,-735.883,0.0895
,,-735.937,0.0981
,,-735.991,0.1065
,,-736.045,0.1146
,,-736.099,0.1223
,,-736.153,0.1296
,,-736.207,0.1365
,,-736.261,0.1429
,,-736.315,0.1487
,,-736.369,0.1539
,,-736.423,0.1585
,,-736.477,0.1624
,,-736.531,0.1656
,,-736.585,0.1681
,,-736.639,0.1698
,,-736.693,0.1708
,,-736.747,0.1709
,,-736.801,0.1702
,,-736.855,0.1687
,,-736.909,0.1664
,,-736.963,0.1632
,,-737.017,0.1592
,,-737.072,0.1543
,,-737.126,0.1487
,,-737.18,0.1422
,,-737.234,0.135
,,-737.288,0.127
,,-737.342,0.1183
,,-737.396,0.1089
,,-737.45,0.0988
,,-737.504,0.0881
,,-737.558,0.0767
,,-737.612,0.0648
,,-737.666,0.0524
,,-737.72,0.0395
,,-737.774,0.0261
,,-737.828,0.0124
,,-737.882,-1.74E-03
,,-737.936,-0.0161
,,-737.99,-0.0308
,,-738.044,-0.0456
,,-738.098,-0.0606
,,-738.152,-0.0758
,,-738.206,-0.0909
,,-738.26,-0.1061
,,-738.314,-0.1213
,,-738.368,-0.1363
,,-738.422,-0.1513
,,-738.476,-0.166
,,-738.53,-0.1806
,,-738.584,-0.1949
,,-738.638,-0.209
,,-738.693,-0.2227
,,-738.747,-0.236
,,-738.801,-0.249
,,-738.855,-0.2616
,,-738.909,-0.2737
,,-738.963,-0.2854
,,-739.017,-0.2966
,,-739.071,-0.3072
,,-739.125,-0.3174
,,-739.179,-0.327
,,-739.233,-0.3361
,,-739.287,-0.3446
,,-739.341,-0.3526
,,-739.395,-0.36
,,-739.449,-0.3668
,,-739.503,-0.373
,,-739.557,-0.3787
,,-739.611,-0.3838
,,-739.665,-0.3883
,,-739.719,-0.3923
,,-739.773,-0.3958
,,-739.827,-0.3987
,,-739.881,-0.401
,,-739.935,-0.4029
,,-739.989,-0.4042
,,-740.043,-0.4051
,,-740.097,-0.4054
,,-740.151,-0.4054
,,-740.205,-0.4048
,,-740.259,-0.4039
,,-740.313,-0.4025
,,-740.368,-0.4007
,,-740.422,-0.3985
,,-740.476,-0.396
,,-740.53,-0.3931
,,-740.584,-0.3899
,,-740.638,-0.3864
,,-740.692,-0.3826
,,-740.746,-0.3785
,,-740.8,-0.3741
,,-740.854,-0.3694
,,-740.908,-0.3646
,,-740.962,-0.3595
,,-741.016,-0.3541
,,-741.07,-0.3486
,,-741.124,-0.3429
,,-741.178,-0.337
,,-741.232,-0.331
,,-741.286,-0.3248
,,-741.34,-0.3185
,,-741.394,-0.312
,,-741.448,-0.3054
,,-741.502,-0.2987
,,-741.556,-0.2919
,,-741.61,-0.285
,,-741.664,-0.2781
,,-741.718,-0.2711
,,-741.772,-0.264
,,-741.826,-0.2569
,,-741.88,-0.2497
,,-741.934,-0.2425
,,-741.989,-0.2353
,,-742.043,-0.2281
,,-742.097,-0.2209
,,-742.151,-0.2137
,,-742.205,-0.2065
,,-742.259,-0.1994
,,-742.313,-0.1923
,,-742.367,-0.1853
,,-742.421,-0.1784
,,-742.475,-0.1716
,,-742.529,-0.1648
,,-742.583,-0.1582
,,-742.637,-0.1517
,,-742.691,-0.1453
,,-742.745,-0.1391
,,-742.799,-0.1331
,,-742.853,-0.1272
,,-742.907,-0.1216
,,-742.961,-0.1161
,,-743.015,-0.1108
,,-743.069,-0.1058
,,-743.123,-0.101
,,-743.177,-0.0965
,,-743.231,-0.0922
,,-743.285,-0.0882
,,-743.339,-0.0845
,,-743.393,-0.081
,,-743.447,-0.0778
,,-743.501,-0.075
,,-743.555,-0.0724
,,-743.61,-0.0701
,,-743.664,-0.0682
,,-743.718,-0.0665
,,-743.772,-0.0651
,,-743.826,-0.0641
,,-743.88,-0.0633
,,-743.934,-0.0629
,,-743.988,-0.0627
,,-744.042,-0.0628
,,-744.096,-0.0632
,,-744.15,-0.0638
,,-744.204,-0.0647
,,-744.258,-0.0658
,,-744.312,-0.0671
,,-744.366,-0.0686
,,-744.42,-0.0704
,,-744.474,-0.0723
,,-744.528,-0.0743
,,-744.582,-0.0765
,,-744.636,-0.0787
,,-744.69,-0.0811
,,-744.744,-0.0835
,,-744.798,-0.086
,,-744.852,-0.0885
,,-744.906,-0.091
,,-744.96,-0.0934
,,-745.014,-0.0958
,,-745.068,-0.0982
,,-745.122,-0.1004
,,-745.176,-0.1026
,,-745.23,-0.1046
,,-745.285,-0.1064
,,-745.339,-0.1081
,,-745.393,-0.1096
,,-745.447,-0.1109
,,-745.501,-0.112
,,-745.555,-0.1129
,,-745.609,-0.1135
,,-745.663,-0.1138
,,-745.717,-0.114
,,-745.771,-0.1138
,,-745.825,-0.1134
,,-745.879,-0.1127
,,-745.933,-0.1117
,,-745.987,-0.1105
,,-746.041,-0.1091
,,-746.095,-0.1074
,,-746.149,-0.1054
,,-746.203,-0.1032
,,-746.257,-0.1008
,,-746.311,-0.0982
,,-746.365,-0.0955
,,-746.419,-0.0925
,,-746.473,-0.0895
,,-746.527,-0.0863
,,-746.581,-0.083
,,-746.635,-0.0797
,,-746.689,-0.0763
,,-746.743,-0.0729
,,-746.797,-0.0696
,,-746.851,-0.0662
,,-746.906,-0.063
,,-746.96,-0.0599
,,-747.014,-0.0569
,,-747.068,-0.054
,,-747.122,-0.0514
,,-747.176,-0.049
,,-747.23,-0.0468
,,-747.284,-0.0449
,,-747.338,-0.0434
,,-747.392,-0.0421
,,-747.446,-0.0413
,,-747.5,-0.0408
,,-747.554,-0.0406
,,-747.608,-0.0409
,,-747.662,-0.0417
,,-747.716,-0.0428
,,-747.77,-0.0444
,,-747.824,-0.0465
,,-747.878,-0.049
,,-747.932,-0.052
,,-747.986,-0.0554
,,-748.04,-0.0593
,,-748.094,-0.0636
,,-748.148,-0.0684
,,-748.202,-0.0736
,,-748.256,-0.0792
,,-748.31,-0.0852
,,-748.364,-0.0916
,,-748.418,-0.0983
,,-748.472,-0.1053
,,-748.526,-0.1126
,,-748.581,-0.1202
,,-748.635,-0.128
,,-748.689,-0.1359
,,-748.743,-0.1441
,,-748.797,-0.1523
,,-748.851,-0.1606
,,-748.905,-0.169
,,-748.959,-0.1773
,,-749.013,-0.1856
,,-749.067,-0.1938
,,-749.121,-0.2018
,,-749.175,-0.2097
,,-749.229,-0.2173
,,-749.283,-0.2247
,,-749.337,-0.2318
,,-749.391,-0.2386
,,-749.445,-0.245
,,-749.499,-0.2509
,,-749.553,-0.2565
,,-749.607,-0.2615
,,-749.661,-0.2661
,,-749.715,-0.2701
,,-749.769,-0.2736
,,-749.823,-0.2765
,,-749.877,-0.2789
,,-749.931,-0.2806
,,-749.985,-0.2818
,,-750.039,-0.2823
,,-750.093,-0.2822
,,-750.147,-0.2815
,,-750.202,-0.2802
,,-750.256,-0.2783
,,-750.31,-0.2759
,,-750.364,-0.2728
,,-750.418,-0.2693
,,-750.472,-0.2652
,,-750.526,-0.2606
,,-750.58,-0.2555
,,-750.634,-0.25
,,-750.688,-0.2441
,,-750.742,-0.2379
,,-750.796,-0.2313
,,-750.85,-0.2245
,,-750.904,-0.2174
,,-750.958,-0.2102
,,-751.012,-0.2028
,,-751.066,-0.1954
,,-751.12,-0.1879
,,-751.174,-0.1804
,,-751.228,-0.173
,,-751.282,-0.1657
,,-751.336,-0.1586
,,-751.39,-0.1517
,,-751.444,-0.1451
,,-751.498,-0.1388
,,-751.552,-0.1328
,,-751.606,-0.1272
,,-751.66,-0.1221
,,-751.714,-0.1175
,,-751.768,-0.1133
,,-751.823,-0.1098
,,-751.877,-0.1067
,,-751.931,-0.1043
,,-751.985,-0.1025
,,-752.039,-0.1014
,,-752.093,-0.1009
,,-752.147,-0.101
,,-752.201,-0.1019
,,-752.255,-0.1034
,,-752.309,-0.1055
,,-752.363,-0.1083
,,-752.417,-0.1118
,,-752.471,-0.1159
,,-752.525,-0.1206
,,-752.579,-0.1258
,,-752.633,-0.1317
,,-752.687,-0.138
,,-752.741,-0.1449
,,-752.795,-0.1522
,,-752.849,-0.1599
,,-752.903,-0.1679
,,-752.957,-0.1763
,,-753.011,-0.1849
,,-753.065,-0.1937
,,-753.119,-0.2027
,,-753.173,-0.2118
,,-753.227,-0.2209
,,-753.281,-0.23
,,-753.335,-0.239
,,-753.389,-0.2479
,,-753.443,-0.2566
,,-753.498,-0.265
,,-753.552,-0.2731
,,-753.606,-0.2809
,,-753.66,-0.2882
,,-753.714,-0.295
,,-753.768,-0.3013
,,-753.822,-0.3071
,,-753.876,-0.3122
,,-753.93,-0.3166
,,-753.984,-0.3204
,,-754.038,-0.3234
,,-754.092,-0.3257
,,-754.146,-0.3271
,,-754.2,-0.3278
,,-754.254,-0.3276
,,-754.308,-0.3265
,,-754.362,-0.3246
,,-754.416,-0.3219
,,-754.47,-0.3183
,,-754.524,-0.3138
,,-754.578,-0.3084
,,-754.632,-0.3023
,,-754.686,-0.2953
,,-754.74,-0.2875
,,-754.794,-0.279
,,-754.848,-0.2697
,,-754.902,-0.2598
,,-754.956,-0.2491
,,-755.01,-0.2379
,,-755.064,-0.2261
,,-755.119,-0.2138
,,-755.173,-0.201
,,-755.227,-0.1878
,,-755.281,-0.1742
,,-755.335,-0.1604
,,-755.389,-0.1463
,,-755.443,-0.132
,,-755.497,-0.1177
,,-755.551,-0.1033
,,-755.605,-0.0889
,,-755.659,-0.0745
,,-755.713,-0.0604
,,-755.767,-0.0464
,,-755.821,-0.0327
,,-755.875,-0.0193
,,-755.929,-6.23E-03
,,-755.983,6.36E-03
,,-756.037,0.0185
,,-756.091,0.0301
,,-756.145,0.0411
,,-756.199,0.0514
,,-756.253,0.0612
,,-756.307,0.0702
,,-756.361,0.0785
,,-756.415,0.086
,,-756.469,0.0928
,,-756.523,0.0988
,,-756.577,0.1039
,,-756.631,0.1082
,,-756.685,0.1117
,,-756.739,0.1144
,,-756.794,0.1163
,,-756.848,0.1173
,,-756.902,0.1175
,,-756.956,0.1168
,,-757.01,0.1155
,,-757.064,0.1133
,,-757.118,0.1104
,,-757.172,0.1068
,,-757.226,0.1025
,,-757.28,0.0976
,,-757.334,0.0921
,,-757.388,0.086
,,-757.442,0.0794
,,-757.496,0.0722
,,-757.55,0.0647
,,-757.604,0.0567
,,-757.658,0.0484
,,-757.712,0.0398
,,-757.766,0.031
,,-757.82,0.0219
,,-757.874,0.0127
,,-757.928,3.32E-03
,,-757.982,-6.10E-03
,,-758.036,-0.0156
,,-758.09,-0.025
,,-758.144,-0.0344
,,-758.198,-0.0437
,,-758.252,-0.0529
,,-758.306,-0.0619
,,-758.36,-0.0707
,,-758.415,-0.0793
,,-758.469,-0.0876
,,-758.523,-0.0957
,,-758.577,-0.1035
,,-758.631,-0.1109
,,-758.685,-0.1181
,,-758.739,-0.1249
,,-758.793,-0.1314
,,-758.847,-0.1375
,,-758.901,-0.1433
,,-758.955,-0.1487
,,-759.009,-0.1538
,,-759.063,-0.1585
,,-759.117,-0.1629
,,-759.171,-0.167
,,-759.225,-0.1708
,,-759.279,-0.1743
,,-759.333,-0.1776
,,-759.387,-0.1805
,,-759.441,-0.1833
,,-759.495,-0.1859
,,-759.549,-0.1882
,,-759.603,-0.1904
,,-759.657,-0.1925
,,-759.711,-0.1945
,,-759.765,-0.1964
,,-759.819,-0.1982
,,-759.873,-0.2
,,-759.927,-0.2018
,,-759.981,-0.2036
,,-760.036,-0.2054
,,-760.09,-0.2073
,,-760.144,-0.2092
,,-760.198,-0.2113
,,-760.252,-0.2135
,,-760.306,-0.2157
,,-760.36,-0.2182
,,-760.414,-0.2207
,,-760.468,-0.2234
,,-760.522,-0.2263
,,-760.576,-0.2293
,,-760.63,-0.2325
,,-760.684,-0.2358
,,-760.738,-0.2393
,,-760.792,-0.2429
,,-760.846,-0.2467
,,-760.9,-0.2506
,,-760.954,-0.2546
,,-761.008,-0.2586
,,-761.062,-0.2628
,,-761.116,-0.267
,,-761.17,-0.2712
,,-761.224,-0.2754
,,-761.278,-0.2796
,,-761.332,-0.2838
,,-761.386,-0.2879
,,-761.44,-0.2919
,,-761.494,-0.2957
,,-761.548,-0.2994
,,-761.602,-0.3029
,,-761.656,-0.3062
,,-761.711,-0.3092
,,-761.765,-0.312
,,-761.819,-0.3145
,,-761.873,-0.3166
,,-761.927,-0.3185
,,-761.981,-0.3199
,,-762.035,-0.3209
,,-762.089,-0.3215
,,-762.143,-0.3217
,,-762.197,-0.3215
,,-762.251,-0.3208
,,-762.305,-0.3196
,,-762.359,-0.318
,,-762.413,-0.3158
,,-762.467,-0.3132
,,-762.521,-0.3101
,,-762.575,-0.3065
,,-762.629,-0.3025
,,-762.683,-0.2979
,,-762.737,-0.2929
,,-762.791,-0.2875
,,-762.845,-0.2817
,,-762.899,-0.2754
,,-762.953,-0.2687
,,-763.007,-0.2617
,,-763.061,-0.2544
,,-763.115,-0.2467
,,-763.169,-0.2388
,,-763.223,-0.2306
,,-763.277,-0.2222
,,-763.332,-0.2136
,,-763.386,-0.2049
,,-763.44,-0.196
,,-763.494,-0.1871
,,-763.548,-0.1781
,,-763.602,-0.1692
,,-763.656,-0.1602
,,-763.71,-0.1513
,,-763.764,-0.1426
,,-763.818,-0.1339
,,-763.872,-0.1254
,,-763.926,-0.1171
,,-763.98,-0.1091
,,-764.034,-0.1013
,,-764.088,-0.0937
,,-764.142,-0.0865
,,-764.196,-0.0796
,,-764.25,-0.073
,,-764.304,-0.0668
,,-764.358,-0.061
,,-764.412,-0.0555
,,-764.466,-0.0505
,,-764.52,-0.0458
,,-764.574,-0.0415
,,-764.628,-0.0376
,,-764.682,-0.0341
,,-764.736,-0.031
,,-764.79,-0.0283
,,-764.844,-0.0259
,,-764.898,-0.0239
,,-764.952,-0.0223
,,-765.007,-0.0209
,,-765.061,-0.0198
,,-765.115,-0.019
,,-765.169,-0.0185
,,-765.223,-0.0182
,,-765.277,-0.018
,,-765.331,-0.0181
,,-765.385,-0.0182
,,-765.439,-0.0185
,,-765.493,-0.0189
,,-765.547,-0.0193
,,-765.601,-0.0197
,,-765.655,-0.0201
,,-765.709,-0.0205
,,-765.763,-0.0208
,,-765.817,-0.021
,,-765.871,-0.0211
,,-765.925,-0.0211
,,-765.979,-0.0209
,,-766.033,-0.0205
,,-766.087,-0.0199
,,-766.141,-0.0191
,,-766.195,-0.0181
,,-766.249,-0.0168
,,-766.303,-0.0153
,,-766.357,-0.0135
,,-766.411,-0.0115
,,-766.465,-9.26E-03
,,-766.519,-6.76E-03
,,-766.573,-4.02E-03
,,-766.628,-1.06E-03
,,-766.682,2.12E-03
,,-766.736,5.49E-03
,,-766.79,9.03E-03
,,-766.844,0.0127
,,-766.898,0.0166
,,-766.952,0.0205
,,-767.006,0.0245
,,-767.06,0.0285
,,-767.114,0.0326
,,-767.168,0.0367
,,-767.222,0.0406
,,-767.276,0.0445
,,-767.33,0.0483
,,-767.384,0.0519
,,-767.438,0.0553
,,-767.492,0.0585
,,-767.546,0.0613
,,-767.6,0.0639
,,-767.654,0.0662
,,-767.708,0.068
,,-767.762,0.0694
,,-767.816,0.0704
,,-767.87,0.071
,,-767.924,0.071
,,-767.978,0.0705
,,-768.032,0.0695
,,-768.086,0.068
,,-768.14,0.0659
,,-768.194,0.0632
,,-768.249,0.0599
,,-768.303,0.056
,,-768.357,0.0516
,,-768.411,0.0466
,,-768.465,0.041
,,-768.519,0.0348
,,-768.573,0.0282
,,-768.627,0.0209
,,-768.681,0.0132
,,-768.735,5.08E-03
,,-768.789,-3.52E-03
,,-768.843,-0.0125
,,-768.897,-0.0219
,,-768.951,-0.0316
,,-769.005,-0.0416
,,-769.059,-0.0518
,,-769.113,-0.0622
,,-769.167,-0.0727
,,-769.221,-0.0834
,,-769.275,-0.094
,,-769.329,-0.1047
,,-769.383,-0.1152
,,-769.437,-0.1257
,,-769.491,-0.1359
,,-769.545,-0.1459
,,-769.599,-0.1556
,,-769.653,-0.165
,,-769.707,-0.174
,,-769.761,-0.1825
,,-769.815,-0.1906
,,-769.869,-0.1981
,,-769.924,-0.2051
,,-769.978,-0.2114
,,-770.032,-0.2171
,,-770.086,-0.2221
,,-770.14,-0.2264
,,-770.194,-0.23
,,-770.248,-0.2328
,,-770.302,-0.2349
,,-770.356,-0.2362
,,-770.41,-0.2367
,,-770.464,-0.2365
,,-770.518,-0.2355
,,-770.572,-0.2337
,,-770.626,-0.2312
,,-770.68,-0.228
,,-770.734,-0.2242
,,-770.788,-0.2196
,,-770.842,-0.2144
,,-770.896,-0.2087
,,-770.95,-0.2024
,,-771.004,-0.1956
,,-771.058,-0.1883
,,-771.112,-0.1807
,,-771.166,-0.1727
,,-771.22,-0.1645
,,-771.274,-0.1561
,,-771.328,-0.1475
,,-771.382,-0.1388
,,-771.436,-0.1301
,,-771.49,-0.1214
,,-771.545,-0.1129
,,-771.599,-0.1046
,,-771.653,-0.0965
,,-771.707,-0.0887
,,-771.761,-0.0813
,,-771.815,-0.0743
,,-771.869,-0.0679
,,-771.923,-0.0619
,,-771.977,-0.0566
,,-772.031,-0.052
,,-772.085,-0.0481
,,-772.139,-0.0449
,,-772.193,-0.0425
,,-772.247,-0.0408
,,-772.301,-0.0401
,,-772.355,-0.0401
,,-772.409,-0.0411
,,-772.463,-0.0429
,,-772.517,-0.0456
,,-772.571,-0.0492
,,-772.625,-0.0537
,,-772.679,-0.059
,,-772.733,-0.0651
,,-772.787,-0.0721
,,-772.841,-0.0798
,,-772.895,-0.0882
,,-772.949,-0.0973
,,-773.003,-0.1071
,,-773.057,-0.1174
,,-773.111,-0.1282
,,-773.166,-0.1396
,,-773.22,-0.1512
,,-773.274,-0.1632
,,-773.328,-0.1755
,,-773.382,-0.1878
,,-773.436,-0.2003
,,-773.49,-0.2127
,,-773.544,-0.2251
,,-773.598,-0.2373
,,-773.652,-0.2492
,,-773.706,-0.2607
,,-773.76,-0.2718
,,-773.814,-0.2824
,,-773.868,-0.2924
,,-773.922,-0.3017
,,-773.976,-0.3102
,,-774.03,-0.3179
,,-774.084,-0.3246
,,-774.138,-0.3304
,,-774.192,-0.3352
,,-774.246,-0.3388
,,-774.3,-0.3413
,,-774.354,-0.3426
,,-774.408,-0.3427
,,-774.462,-0.3414
,,-774.516,-0.3389
,,-774.57,-0.3351
,,-774.624,-0.3299
,,-774.678,-0.3234
,,-774.732,-0.3156
,,-774.786,-0.3065
,,-774.841,-0.296
,,-774.895,-0.2843
,,-774.949,-0.2712
,,-775.003,-0.257
,,-775.057,-0.2417
,,-775.111,-0.2252
,,-775.165,-0.2076
,,-775.219,-0.189
,,-775.273,-0.1696
,,-775.327,-0.1492
,,-775.381,-0.1282
,,-775.435,-0.1064
,,-775.489,-0.0841
,,-775.543,-0.0612
,,-775.597,-0.038
,,-775.651,-0.0145
,,-775.705,9.24E-03
,,-775.759,0.033
,,-775.813,0.0568
,,-775.867,0.0805
,,-775.921,0.1039
,,-775.975,0.127
,,-776.029,0.1496
,,-776.083,0.1717
,,-776.137,0.1932
,,-776.191,0.2139
,,-776.245,0.2338
,,-776.299,0.2527
,,-776.353,0.2707
,,-776.407,0.2876
,,-776.462,0.3033
,,-776.516,0.3178
,,-776.57,0.331
,,-776.624,0.3429
,,-776.678,0.3533
,,-776.732,0.3624
,,-776.786,0.37
,,-776.84,0.3761
,,-776.894,0.3806
,,-776.948,0.3837
,,-777.002,0.3852
,,-777.056,0.3853
,,-777.11,0.3838
,,-777.164,0.3808
,,-777.218,0.3764
,,-777.272,0.3706
,,-777.326,0.3633
,,-777.38,0.3548
,,-777.434,0.345
,,-777.488,0.334
,,-777.542,0.3218
,,-777.596,0.3086
,,-777.65,0.2944
,,-777.704,0.2792
,,-777.758,0.2633
,,-777.812,0.2466
,,-777.866,0.2293
,,-777.92,0.2115
,,-777.974,0.1932
,,-778.028,0.1746
,,-778.082,0.1557
,,-778.137,0.1367
,,-778.191,0.1176
,,-778.245,0.0986
,,-778.299,0.0797
,,-778.353,0.0611
,,-778.407,0.0428
,,-778.461,0.025
,,-778.515,7.59E-03
,,-778.569,-9.18E-03
,,-778.623,-0.0253
,,-778.677,-0.0407
,,-778.731,-0.0553
,,-778.785,-0.069
,,-778.839,-0.0818
,,-778.893,-0.0936
,,-778.947,-0.1045
,,-779.001,-0.1143
,,-779.055,-0.1231
,,-779.109,-0.1307
,,-779.163,-0.1373
,,-779.217,-0.1428
,,-779.271,-0.1471
,,-779.325,-0.1504
,,-779.379,-0.1526
,,-779.433,-0.1537
,,-779.487,-0.1538
,,-779.541,-0.1529
,,-779.595,-0.151
,,-779.649,-0.1482
,,-779.703,-0.1446
,,-779.758,-0.1401
,,-779.812,-0.1348
,,-779.866,-0.1289
,,-779.92,-0.1223
,,-779.974,-0.1152
,,-780.028,-0.1075
,,-780.082,-0.0995
,,-780.136,-0.0911
,,-780.19,-0.0824
,,-780.244,-0.0735
,,-780.298,-0.0645
,,-780.352,-0.0555
,,-780.406,-0.0465
,,-780.46,-0.0376
,,-780.514,-0.0289
,,-780.568,-0.0205
,,-780.622,-0.0123
,,-780.676,-4.54E-03
,,-780.73,2.80E-03
,,-780.784,9.65E-03
,,-780.838,0.016
,,-780.892,0.0217
,,-780.946,0.0268
,,-781,0.0312
,,-781.054,0.0349
,,-781.108,0.0379
,,-781.162,0.0402
,,-781.216,0.0417
,,-781.27,0.0424
,,-781.324,0.0424
,,-781.379,0.0416
,,-781.433,0.04
,,-781.487,0.0377
,,-781.541,0.0347
,,-781.595,0.031
,,-781.649,0.0266
,,-781.703,0.0216
,,-781.757,0.0159
,,-781.811,9.75E-03
,,-781.865,3.06E-03
,,-781.919,-4.08E-03
,,-781.973,-0.0116
,,-782.027,-0.0196
,,-782.081,-0.0278
,,-782.135,-0.0362
,,-782.189,-0.0448
,,-782.243,-0.0535
,,-782.297,-0.0623
,,-782.351,-0.0711
,,-782.405,-0.0798
,,-782.459,-0.0884
,,-782.513,-0.0968
,,-782.567,-0.1049
,,-782.621,-0.1128
,,-782.675,-0.1203
,,-782.729,-0.1274
,,-782.783,-0.134
,,-782.837,-0.1402
,,-782.891,-0.1458
,,-782.945,-0.1509
,,-782.999,-0.1553
,,-783.054,-0.1592
,,-783.108,-0.1624
,,-783.162,-0.165
,,-783.216,-0.1669
,,-783.27,-0.1681
,,-783.324,-0.1687
,,-783.378,-0.1686
,,-783.432,-0.1679
,,-783.486,-0.1665
,,-783.54,-0.1645
,,-783.594,-0.1619
,,-783.648,-0.1587
,,-783.702,-0.155
,,-783.756,-0.1508
,,-783.81,-0.1462
,,-783.864,-0.1411
,,-783.918,-0.1357
,,-783.972,-0.13
,,-784.026,-0.124
,,-784.08,-0.1178
,,-784.134,-0.1115
,,-784.188,-0.105
,,-784.242,-0.0986
,,-784.296,-0.0922
,,-784.35,-0.0858
,,-784.404,-0.0796
,,-784.458,-0.0736
,,-784.512,-0.0679
,,-784.566,-0.0625
,,-784.62,-0.0574
,,-784.675,-0.0528
,,-784.729,-0.0486
,,-784.783,-0.0449
,,-784.837,-0.0418
,,-784.891,-0.0393
,,-784.945,-0.0373
,,-784.999,-0.036
,,-785.053,-0.0354
,,-785.107,-0.0354
,,-785.161,-0.0361
,,-785.215,-0.0375
,,-785.269,-0.0397
,,-785.323,-0.0425
,,-785.377,-0.046
,,-785.431,-0.0501
,,-785.485,-0.0549
,,-785.539,-0.0604
,,-785.593,-0.0664
,,-785.647,-0.073
,,-785.701,-0.0801
,,-785.755,-0.0876
,,-785.809,-0.0956
,,-785.863,-0.104
,,-785.917,-0.1127
,,-785.971,-0.1216
,,-786.025,-0.1307
,,-786.079,-0.14
,,-786.133,-0.1493
,,-786.187,-0.1586
,,-786.241,-0.1678
,,-786.295,-0.1768
,,-786.35,-0.1856
,,-786.404,-0.1941
,,-786.458,-0.2023
,,-786.512,-0.21
,,-786.566,-0.2172
,,-786.62,-0.2238
,,-786.674,-0.2297
,,-786.728,-0.2349
,,-786.782,-0.2394
,,-786.836,-0.243
,,-786.89,-0.2458
,,-786.944,-0.2476
,,-786.998,-0.2485
,,-787.052,-0.2483
,,-787.106,-0.2471
,,-787.16,-0.2448
,,-787.214,-0.2414
,,-787.268,-0.2369
,,-787.322,-0.2312
,,-787.376,-0.2245
,,-787.43,-0.2166
,,-787.484,-0.2075
,,-787.538,-0.1974
,,-787.592,-0.1861
,,-787.646,-0.1738
,,-787.7,-0.1604
,,-787.754,-0.146
,,-787.808,-0.1307
,,-787.862,-0.1145
,,-787.916,-0.0974
,,-787.971,-0.0795
,,-788.025,-0.0608
,,-788.079,-0.0415
,,-788.133,-0.0215
,,-788.187,-1.07E-03
,,-788.241,0.0198
,,-788.295,0.0411
,,-788.349,0.0627
,,-788.403,0.0845
,,-788.457,0.1064
,,-788.511,0.1284
,,-788.565,0.1503
,,-788.619,0.172
,,-788.673,0.1935
,,-788.727,0.2147
,,-788.781,0.2356
,,-788.835,0.2559
,,-788.889,0.2756
,,-788.943,0.2948
,,-788.997,0.3132
,,-789.051,0.3308
,,-789.105,0.3476
,,-789.159,0.3634
,,-789.213,0.3782
,,-789.267,0.3921
,,-789.321,0.4048
,,-789.375,0.4164
,,-789.429,0.4268
,,-789.483,0.436
,,-789.537,0.444
,,-789.592,0.4507
,,-789.646,0.4561
,,-789.7,0.4602
,,-789.754,0.4631
,,-789.808,0.4646
,,-789.862,0.4649
,,-789.916,0.4639
,,-789.97,0.4616
,,-790.024,0.4581
,,-790.078,0.4533
,,-790.132,0.4474
,,-790.186,0.4404
,,-790.24,0.4322
,,-790.294,0.4231
,,-790.348,0.4129
,,-790.402,0.4017
,,-790.456,0.3897
,,-790.51,0.3769
,,-790.564,0.3633
,,-790.618,0.349
,,-790.672,0.3341
,,-790.726,0.3187
,,-790.78,0.3028
,,-790.834,0.2864
,,-790.888,0.2697
,,-790.942,0.2528
,,-790.996,0.2357
,,-791.05,0.2184
,,-791.104,0.2012
