ppm (expt), data (expt), ppm (sim), data (sim)
-373.034,7.72E-16,566.689,-0.0218
-372.686,-6.73E-17,566.635,-0.0263
-372.337,4.06E-16,566.58,-0.0305
-371.989,3.40E-16,566.526,-0.0346
-371.641,-4.06E-16,566.472,-0.0385
-371.293,-1.56E-15,566.418,-0.0422
-370.944,2.57E-16,566.364,-0.0456
-370.596,-1.23E-16,566.31,-0.0489
-370.248,-7.66E-16,566.256,-0.052
-369.899,-6.70E-16,566.202,-0.0548
-369.551,-1.41E-16,566.148,-0.0575
-369.203,-1.12E-15,566.094,-0.06
-368.854,-9.76E-16,566.04,-0.0623
-368.506,-3.88E-16,565.986,-0.0644
-368.158,-1.84E-15,565.932,-0.0663
-367.81,-1.27E-15,565.878,-0.068
-367.461,-9.36E-16,565.824,-0.0696
-367.113,-5.60E-16,565.77,-0.071
-366.765,5.00E-16,565.716,-0.0723
-366.416,-9.44E-16,565.662,-0.0734
-366.068,-6.66E-16,565.608,-0.0744
-365.72,-4.73E-16,565.554,-0.0752
-365.371,6.58E-16,565.5,-0.076
-365.023,5.61E-16,565.446,-0.0766
-364.675,5.18E-16,565.392,-0.0772
-364.326,-2.64E-17,565.338,-0.0777
-363.978,1.32E-16,565.284,-0.0781
-363.63,5.77E-16,565.23,-0.0784
-363.282,-1.31E-15,565.176,-0.0787
-362.933,4.61E-16,565.122,-0.0789
-362.585,-1.05E-16,565.068,-0.0791
-362.237,8.04E-16,565.014,-0.0793
-361.888,7.27E-16,564.96,-0.0795
-361.54,5.08E-16,564.905,-0.0797
-361.192,1.61E-16,564.851,-0.0799
-360.843,-1.13E-15,564.797,-0.0801
-360.495,1.75E-15,564.743,-0.0803
-360.147,1.93E-15,564.689,-0.0805
-359.799,8.79E-16,564.635,-0.0808
-359.45,9.97E-16,564.581,-0.0811
-359.102,1.90E-15,564.527,-0.0815
-358.754,4.79E-16,564.473,-0.0819
-358.405,2.16E-16,564.419,-0.0823
-358.057,-8.82E-16,564.365,-0.0828
-357.709,1.68E-16,564.311,-0.0834
-357.36,5.43E-16,564.257,-0.084
-357.012,-2.08E-15,564.203,-0.0847
-356.664,3.27E-15,564.149,-0.0854
-356.315,3.06E-15,564.095,-0.0861
-355.967,2.59E-15,564.041,-0.0869
-355.619,2.90E-15,563.987,-0.0878
-355.271,1.95E-15,563.933,-0.0886
-354.922,2.37E-15,563.879,-0.0896
-354.574,3.19E-15,563.825,-0.0905
-354.226,3.71E-15,563.771,-0.0914
-353.877,3.58E-15,563.717,-0.0924
-353.529,3.89E-15,563.663,-0.0933
-353.181,4.48E-15,563.609,-0.0942
-352.832,4.23E-15,563.555,-0.0952
-352.484,2.54E-15,563.501,-0.096
-352.136,1.57E-15,563.447,-0.0969
-351.788,4.85E-15,563.393,-0.0977
-351.439,3.03E-15,563.339,-0.0984
-351.091,4.84E-16,563.284,-0.099
-350.743,3.77E-15,563.23,-0.0996
-350.394,2.99E-15,563.176,-0.1
-350.046,2.35E-15,563.122,-0.1004
-349.698,3.73E-15,563.068,-0.1006
-349.349,3.58E-15,563.014,-0.1007
-349.001,5.14E-15,562.96,-0.1007
-348.653,2.57E-15,562.906,-0.1005
-348.304,3.89E-15,562.852,-0.1001
-347.956,1.81E-15,562.798,-0.0995
-347.608,3.04E-15,562.744,-0.0988
-347.26,3.96E-15,562.69,-0.0979
-346.911,3.28E-15,562.636,-0.0968
-346.563,4.05E-15,562.582,-0.0954
-346.215,3.12E-15,562.528,-0.0939
-345.866,2.92E-15,562.474,-0.0921
-345.518,3.38E-15,562.42,-0.0902
-345.17,2.53E-15,562.366,-0.088
-344.821,3.91E-15,562.312,-0.0855
-344.473,7.03E-15,562.258,-0.0829
-344.125,3.16E-15,562.204,-0.08
-343.777,4.01E-15,562.15,-0.0769
-343.428,4.48E-15,562.096,-0.0736
-343.08,2.79E-15,562.042,-0.07
-342.732,2.81E-15,561.988,-0.0663
-342.383,3.90E-15,561.934,-0.0623
-342.035,1.79E-15,561.88,-0.0581
-341.687,5.72E-15,561.826,-0.0538
-341.338,5.89E-15,561.772,-0.0492
-340.99,2.06E-15,561.718,-0.0445
-340.642,-2.72E-16,561.664,-0.0397
-340.293,1.63E-16,561.609,-0.0347
-339.945,1.93E-15,561.555,-0.0295
-339.597,3.49E-15,561.501,-0.0243
-339.249,3.95E-15,561.447,-0.0189
-338.9,2.45E-15,561.393,-0.0135
-338.552,2.08E-15,561.339,-8.02E-03
-338.204,1.07E-15,561.285,-2.49E-03
-337.855,1.73E-15,561.231,3.06E-03
-337.507,3.03E-15,561.177,8.62E-03
-337.159,-2.77E-16,561.123,0.0142
-336.81,2.41E-16,561.069,0.0197
-336.462,-1.26E-15,561.015,0.0251
-336.114,-2.52E-15,560.961,0.0305
-335.766,3.00E-15,560.907,0.0357
-335.417,1.59E-15,560.853,0.0409
-335.069,5.68E-16,560.799,0.0459
-334.721,2.46E-15,560.745,0.0507
-334.372,1.34E-16,560.691,0.0554
-334.024,-4.89E-16,560.637,0.0598
-333.676,-2.46E-15,560.583,0.064
-333.327,-3.59E-15,560.529,0.068
-332.979,-1.76E-15,560.475,0.0717
-332.631,-1.19E-15,560.421,0.0752
-332.282,-2.12E-15,560.367,0.0783
-331.934,-2.30E-15,560.313,0.0811
-331.586,-7.03E-15,560.259,0.0836
-331.238,1.17E-15,560.205,0.0858
-330.889,-1.06E-15,560.151,0.0876
-330.541,-1.86E-15,560.097,0.0891
-330.193,-1.54E-15,560.043,0.0902
-329.844,-1.20E-15,559.988,0.0909
-329.496,-4.93E-15,559.934,0.0912
-329.148,-3.86E-16,559.88,0.0912
-328.799,-2.83E-15,559.826,0.0907
-328.451,-4.44E-15,559.772,0.0899
-328.103,-1.17E-15,559.718,0.0887
-327.755,-2.39E-15,559.664,0.0871
-327.406,-4.31E-16,559.61,0.0851
-327.058,5.47E-16,559.556,0.0828
-326.71,-1.52E-15,559.502,0.0801
-326.361,-3.84E-15,559.448,0.077
-326.013,-2.44E-15,559.394,0.0735
-325.665,-1.70E-15,559.34,0.0698
-325.316,-4.19E-15,559.286,0.0657
-324.968,-6.14E-15,559.232,0.0613
-324.62,-3.95E-15,559.178,0.0566
-324.271,-1.98E-15,559.124,0.0516
-323.923,-6.22E-15,559.07,0.0464
-323.575,-3.95E-15,559.016,0.0409
-323.227,-2.80E-15,558.962,0.0353
-322.878,-3.22E-15,558.908,0.0294
-322.53,-2.61E-15,558.854,0.0234
-322.182,-5.28E-15,558.8,0.0172
-321.833,-3.68E-15,558.746,0.0109
-321.485,-4.44E-15,558.692,4.56E-03
-321.137,-2.30E-15,558.638,-1.89E-03
-320.788,-3.99E-15,558.584,-8.38E-03
-320.44,-3.81E-15,558.53,-0.0149
-320.092,-2.07E-15,558.476,-0.0214
-319.744,-4.36E-15,558.422,-0.0279
-319.395,-3.27E-15,558.367,-0.0343
-319.047,-5.82E-15,558.313,-0.0406
-318.699,-4.90E-15,558.259,-0.0468
-318.35,-4.84E-15,558.205,-0.0529
-318.002,-4.46E-15,558.151,-0.0588
-317.654,-2.63E-15,558.097,-0.0646
-317.305,-3.12E-15,558.043,-0.0701
-316.957,-4.50E-15,557.989,-0.0754
-316.609,-4.49E-15,557.935,-0.0805
-316.26,-2.55E-15,557.881,-0.0853
-315.912,-5.31E-15,557.827,-0.0898
-315.564,-4.42E-15,557.773,-0.0941
-315.216,-4.42E-15,557.719,-0.098
-314.867,-4.40E-15,557.665,-0.1016
-314.519,-3.85E-15,557.611,-0.1049
-314.171,-5.10E-15,557.557,-0.1078
-313.822,-3.67E-15,557.503,-0.1104
-313.474,-4.52E-15,557.449,-0.1126
-313.126,-3.16E-15,557.395,-0.1144
-312.777,-4.31E-15,557.341,-0.1159
-312.429,-4.30E-15,557.287,-0.117
-312.081,-4.80E-15,557.233,-0.1177
-311.733,-3.66E-15,557.179,-0.1181
-311.384,-4.53E-15,557.125,-0.1181
-311.036,-4.55E-15,557.071,-0.1178
-310.688,-4.34E-15,557.017,-0.1171
-310.339,-4.55E-15,556.963,-0.116
-309.991,-5.97E-15,556.909,-0.1146
-309.643,-5.32E-15,556.855,-0.1129
-309.294,-4.83E-15,556.801,-0.1109
-308.946,-5.27E-15,556.747,-0.1086
-308.598,-4.56E-15,556.692,-0.106
-308.249,-4.53E-15,556.638,-0.1031
-307.901,-5.00E-15,556.584,-0.1
-307.553,-4.83E-15,556.53,-0.0967
-307.205,-5.58E-15,556.476,-0.0931
-306.856,-5.24E-15,556.422,-0.0894
-306.508,-4.63E-15,556.368,-0.0854
-306.16,-4.68E-15,556.314,-0.0814
-305.811,-5.43E-15,556.26,-0.0772
-305.463,-4.28E-15,556.206,-0.0728
-305.115,-4.49E-15,556.152,-0.0684
-304.766,-4.72E-15,556.098,-0.0639
-304.418,-5.11E-15,556.044,-0.0594
-304.07,-5.01E-15,555.99,-0.0548
-303.721,-5.89E-15,555.936,-0.0503
-303.373,-3.63E-15,555.882,-0.0457
-303.025,-4.19E-15,555.828,-0.0412
-302.677,-3.56E-15,555.774,-0.0367
-302.328,-5.00E-15,555.72,-0.0323
-301.98,-4.24E-15,555.666,-0.028
-301.632,-3.36E-15,555.612,-0.0237
-301.283,-5.00E-15,555.558,-0.0196
-300.935,-3.49E-15,555.504,-0.0157
-300.587,-3.73E-15,555.45,-0.0118
-300.238,-3.38E-15,555.396,-8.14E-03
-299.89,-3.94E-15,555.342,-4.62E-03
-299.542,-3.75E-15,555.288,-1.28E-03
-299.194,-3.03E-15,555.234,1.88E-03
-298.845,-3.32E-15,555.18,4.85E-03
-298.497,-4.25E-15,555.126,7.62E-03
-298.149,-2.91E-15,555.071,0.0102
-297.8,-3.67E-15,555.017,0.0126
-297.452,-2.87E-15,554.963,0.0148
-297.104,-2.32E-15,554.909,0.0167
-296.755,-3.95E-15,554.855,0.0185
-296.407,-3.59E-15,554.801,0.0201
-296.059,-4.19E-15,554.747,0.0214
-295.71,-4.52E-15,554.693,0.0226
-295.362,-4.16E-15,554.639,0.0236
-295.014,-2.98E-15,554.585,0.0245
-294.666,-3.43E-15,554.531,0.0251
-294.317,-3.30E-15,554.477,0.0256
-293.969,-2.89E-15,554.423,0.026
-293.621,-3.49E-15,554.369,0.0262
-293.272,-3.60E-15,554.315,0.0263
-292.924,-4.72E-15,554.261,0.0262
-292.576,-2.84E-15,554.207,0.0261
-292.227,-2.34E-15,554.153,0.0259
-291.879,-3.88E-15,554.099,0.0256
-291.531,-3.32E-15,554.045,0.0252
-291.183,-4.00E-15,553.991,0.0248
-290.834,-4.64E-15,553.937,0.0243
-290.486,-2.76E-15,553.883,0.0238
-290.138,-5.13E-15,553.829,0.0234
-289.789,-4.26E-15,553.775,0.0229
-289.441,-4.38E-15,553.721,0.0224
-289.093,-3.24E-15,553.667,0.022
-288.744,-3.55E-15,553.613,0.0216
-288.396,-3.31E-15,553.559,0.0212
-288.048,-3.62E-15,553.505,0.0209
-287.699,-3.37E-15,553.451,0.0207
-287.351,-3.17E-15,553.396,0.0206
-287.003,-2.97E-15,553.342,0.0205
-286.655,-1.79E-15,553.288,0.0206
-286.306,-3.13E-15,553.234,0.0207
-285.958,-3.82E-15,553.18,0.021
-285.61,-3.11E-15,553.126,0.0213
-285.261,-3.10E-15,553.072,0.0218
-284.913,-2.23E-15,553.018,0.0224
-284.565,-4.90E-15,552.964,0.0231
-284.216,-3.01E-15,552.91,0.024
-283.868,-3.08E-15,552.856,0.025
-283.52,-1.78E-15,552.802,0.026
-283.172,-1.36E-15,552.748,0.0272
-282.823,-3.00E-15,552.694,0.0285
-282.475,-3.78E-15,552.64,0.0299
-282.127,-3.12E-15,552.586,0.0315
-281.778,-1.86E-15,552.532,0.0331
-281.43,-5.20E-16,552.478,0.0348
-281.082,5.77E-17,552.424,0.0365
-280.733,2.60E-15,552.37,0.0384
-280.385,7.83E-15,552.316,0.0403
-280.037,2.13E-14,552.262,0.0422
-279.688,5.07E-14,552.208,0.0442
-279.34,1.08E-13,552.154,0.0462
-278.992,2.26E-13,552.1,0.0483
-278.644,4.67E-13,552.046,0.0503
-278.295,9.53E-13,551.992,0.0523
-277.947,1.92E-12,551.938,0.0543
-277.599,3.84E-12,551.884,0.0563
-277.25,7.60E-12,551.83,0.0582
-276.902,1.49E-11,551.775,0.0601
-276.554,2.89E-11,551.721,0.0619
-276.205,5.55E-11,551.667,0.0636
-275.857,1.06E-10,551.613,0.0653
-275.509,1.99E-10,551.559,0.0668
-275.161,3.72E-10,551.505,0.0682
-274.812,6.88E-10,551.451,0.0695
-274.464,1.26E-09,551.397,0.0706
-274.116,2.29E-09,551.343,0.0716
-273.767,4.11E-09,551.289,0.0724
-273.419,7.33E-09,551.235,0.0731
-273.071,1.29E-08,551.181,0.0736
-272.722,2.26E-08,551.127,0.074
-272.374,3.91E-08,551.073,0.0741
-272.026,6.70E-08,551.019,0.0741
-271.677,1.14E-07,550.965,0.0739
-271.329,1.91E-07,550.911,0.0735
-270.981,3.18E-07,550.857,0.0729
-270.633,5.25E-07,550.803,0.072
-270.284,8.59E-07,550.749,0.071
-269.936,1.39E-06,550.695,0.0698
-269.588,2.23E-06,550.641,0.0684
-269.239,3.54E-06,550.587,0.0668
-268.891,5.57E-06,550.533,0.0651
-268.543,8.67E-06,550.479,0.0631
-268.194,1.34E-05,550.425,0.0609
-267.846,2.05E-05,550.371,0.0586
-267.498,3.10E-05,550.317,0.0561
-267.15,4.65E-05,550.263,0.0534
-266.801,6.90E-05,550.209,0.0506
-266.453,1.02E-04,550.154,0.0476
-266.105,1.48E-04,550.1,0.0445
-265.756,2.14E-04,550.046,0.0412
-265.408,3.06E-04,549.992,0.0379
-265.06,4.33E-04,549.938,0.0344
-264.711,6.07E-04,549.884,0.0308
-264.363,8.44E-04,549.83,0.0271
-264.015,1.16E-03,549.776,0.0234
-263.666,1.58E-03,549.722,0.0195
-263.318,2.14E-03,549.668,0.0156
-262.97,2.86E-03,549.614,0.0117
-262.622,3.80E-03,549.56,7.71E-03
-262.273,4.98E-03,549.506,3.71E-03
-261.925,6.48E-03,549.452,-3.05E-04
-261.577,8.35E-03,549.398,-4.32E-03
-261.228,0.0107,549.344,-8.33E-03
-260.88,0.0135,549.29,-0.0123
-260.532,0.0169,549.236,-0.0163
-260.183,0.0209,549.182,-0.0202
-259.835,0.0257,549.128,-0.0241
-259.487,0.0313,549.074,-0.0279
-259.139,0.0378,549.02,-0.0316
-258.79,0.0452,548.966,-0.0353
-258.442,0.0535,548.912,-0.0388
-258.094,0.0628,548.858,-0.0423
-257.745,0.0731,548.804,-0.0456
-257.397,0.0842,548.75,-0.0489
-257.049,0.0963,548.696,-0.052
-256.7,0.1092,548.642,-0.0549
-256.352,0.1227,548.588,-0.0577
-256.004,0.1368,548.534,-0.0604
-255.655,0.1513,548.479,-0.0629
-255.307,0.166,548.425,-0.0653
-254.959,0.1809,548.371,-0.0675
-254.611,0.1957,548.317,-0.0695
-254.262,0.2104,548.263,-0.0713
-253.914,0.2249,548.209,-0.073
-253.566,0.239,548.155,-0.0744
-253.217,0.2527,548.101,-0.0757
-252.869,0.2661,548.047,-0.0767
-252.521,0.2792,547.993,-0.0776
-252.172,0.2921,547.939,-0.0782
-251.824,0.3049,547.885,-0.0786
-251.476,0.3176,547.831,-0.0788
-251.128,0.3306,547.777,-0.0788
-250.779,0.3438,547.723,-0.0785
-250.431,0.3575,547.669,-0.0781
-250.083,0.3717,547.615,-0.0774
-249.734,0.3866,547.561,-0.0764
-249.386,0.4021,547.507,-0.0752
-249.038,0.4183,547.453,-0.0738
-248.689,0.435,547.399,-0.0722
-248.341,0.4524,547.345,-0.0703
-247.993,0.4701,547.291,-0.0681
-247.644,0.4882,547.237,-0.0657
-247.296,0.5064,547.183,-0.0631
-246.948,0.5248,547.129,-0.0602
-246.6,0.5432,547.075,-0.0571
-246.251,0.5615,547.021,-0.0537
-245.903,0.5798,546.967,-0.0501
-245.555,0.5982,546.913,-0.0463
-245.206,0.6167,546.858,-0.0422
-244.858,0.6356,546.804,-0.0379
-244.51,0.6551,546.75,-0.0333
-244.161,0.6755,546.696,-0.0285
-243.813,0.697,546.642,-0.0235
-243.465,0.72,546.588,-0.0183
-243.117,0.7447,546.534,-0.0129
-242.768,0.7714,546.48,-7.25E-03
-242.42,0.8004,546.426,-1.41E-03
-242.072,0.8317,546.372,4.61E-03
-241.723,0.8656,546.318,0.0108
-241.375,0.902,546.264,0.0172
-241.027,0.941,546.21,0.0237
-240.678,0.9825,546.156,0.0304
-240.33,1.0263,546.102,0.0372
-239.982,1.0723,546.048,0.0441
-239.633,1.1202,545.994,0.0512
-239.285,1.1699,545.94,0.0583
-238.937,1.221,545.886,0.0655
-238.589,1.2733,545.832,0.0727
-238.24,1.3264,545.778,0.08
-237.892,1.3801,545.724,0.0873
-237.544,1.4341,545.67,0.0946
-237.195,1.4882,545.616,0.1019
-236.847,1.542,545.562,0.1092
-236.499,1.5954,545.508,0.1164
-236.15,1.6481,545.454,0.1235
-235.802,1.7,545.4,0.1305
-235.454,1.7509,545.346,0.1374
-235.106,1.8009,545.292,0.1441
-234.757,1.85,545.237,0.1507
-234.409,1.8983,545.183,0.1571
-234.061,1.9459,545.129,0.1632
-233.712,1.9933,545.075,0.1691
-233.364,2.0409,545.021,0.1747
-233.016,2.0891,544.967,0.1801
-232.667,2.1387,544.913,0.1851
-232.319,2.1935,544.859,0.1899
-231.971,2.2369,544.805,0.1942
-231.622,2.3021,544.751,0.1982
-231.274,2.3673,544.697,0.2018
-230.926,2.4324,544.643,0.205
-230.578,2.4976,544.589,0.2078
-230.229,2.5844,544.535,0.2101
-229.881,2.6713,544.481,0.212
-229.533,2.7582,544.427,0.2134
-229.184,2.8451,544.373,0.2143
-228.836,2.9536,544.319,0.2147
-228.488,3.0405,544.265,0.2146
-228.139,3.1491,544.211,0.2141
-227.791,3.2577,544.157,0.213
-227.443,3.388,544.103,0.2114
-227.095,3.4966,544.049,0.2093
-226.746,3.6052,543.995,0.2066
-226.398,3.7138,543.941,0.2035
-226.05,3.8224,543.887,0.1999
-225.701,3.9092,543.833,0.1957
-225.353,4.0178,543.779,0.1911
-225.005,4.1047,543.725,0.186
-224.656,4.1698,543.671,0.1804
-224.308,4.235,543.617,0.1744
-223.96,4.3002,543.562,0.168
-223.611,4.3653,543.508,0.1612
-223.263,4.4087,543.454,0.154
-222.915,4.4305,543.4,0.1464
-222.567,4.4522,543.346,0.1385
-222.218,4.4739,543.292,0.1303
-221.87,4.4956,543.238,0.1218
-221.522,4.5173,543.184,0.113
-221.173,4.5173,543.13,0.1041
-220.825,4.5173,543.076,0.095
-220.477,4.5391,543.022,0.0857
-220.128,4.5391,542.968,0.0763
-219.78,4.5608,542.914,0.0669
-219.432,4.6042,542.86,0.0574
-219.084,4.6259,542.806,0.0479
-218.735,4.6911,542.752,0.0385
-218.387,4.7562,542.698,0.0291
-218.039,4.8214,542.644,0.0199
-217.69,4.9083,542.59,0.0108
-217.342,5.0168,542.536,1.87E-03
-216.994,5.1472,542.482,-6.81E-03
-216.645,5.2992,542.428,-0.0152
-216.297,5.4512,542.374,-0.0233
-215.949,5.625,542.32,-0.0311
-215.6,5.7987,542.266,-0.0385
-215.252,5.9724,542.212,-0.0456
-214.904,6.1679,542.158,-0.0522
-214.556,6.3851,542.104,-0.0583
-214.207,6.5805,542.05,-0.064
-213.859,6.776,541.996,-0.0692
-213.511,6.9715,541.941,-0.0739
-213.162,7.1452,541.887,-0.078
-212.814,7.319,541.833,-0.0816
-212.466,7.471,541.779,-0.0846
-212.117,7.623,541.725,-0.0871
-211.769,7.7533,541.671,-0.089
-211.421,7.8619,541.617,-0.0903
-211.073,7.9488,541.563,-0.091
-210.724,8.0356,541.509,-0.0912
-210.376,8.0791,541.455,-0.0908
-210.028,8.1225,541.401,-0.0898
-209.679,8.166,541.347,-0.0882
-209.331,8.166,541.293,-0.0861
-208.983,8.166,541.239,-0.0835
-208.634,8.166,541.185,-0.0804
-208.286,8.1442,541.131,-0.0768
-207.938,8.1008,541.077,-0.0727
-207.589,8.0574,541.023,-0.0682
-207.241,7.9922,540.969,-0.0633
-206.893,7.9271,540.915,-0.058
-206.545,7.8619,540.861,-0.0524
-206.196,7.775,540.807,-0.0465
-205.848,7.7099,540.753,-0.0403
-205.5,7.6013,540.699,-0.0339
-205.151,7.5144,540.645,-0.0272
-204.803,7.4275,540.591,-0.0205
-204.455,7.3407,540.537,-0.0136
-204.106,7.2321,540.483,-6.65E-03
-203.758,7.1452,540.429,3.20E-04
-203.41,7.0801,540.375,7.28E-03
-203.062,6.9932,540.321,0.0142
-202.713,6.928,540.266,0.021
-202.365,6.8629,540.212,0.0277
-202.017,6.8194,540.158,0.0342
-201.668,6.776,540.104,0.0404
-201.32,6.7326,540.05,0.0465
-200.972,6.7108,539.996,0.0522
-200.623,6.6891,539.942,0.0576
-200.275,6.6674,539.888,0.0627
-199.927,6.6457,539.834,0.0674
-199.578,6.6457,539.78,0.0716
-199.23,6.624,539.726,0.0755
-198.882,6.6023,539.672,0.0789
-198.534,6.5588,539.618,0.0818
-198.185,6.5154,539.564,0.0842
-197.837,6.472,539.51,0.0861
-197.489,6.4068,539.456,0.0875
-197.14,6.3199,539.402,0.0884
-196.792,6.2331,539.348,0.0887
-196.444,6.1245,539.294,0.0885
-196.095,5.9942,539.24,0.0878
-195.747,5.8638,539.186,0.0866
-195.399,5.7118,539.132,0.0849
-195.051,5.5381,539.078,0.0827
-194.702,5.3861,539.024,0.08
-194.354,5.2123,538.97,0.0769
-194.006,5.0386,538.916,0.0733
-193.657,4.8648,538.862,0.0694
-193.309,4.6911,538.808,0.065
-192.961,4.5173,538.754,0.0603
-192.612,4.3653,538.7,0.0553
-192.264,4.1916,538.645,0.0501
-191.916,4.0395,538.591,0.0445
-191.567,3.8875,538.537,0.0388
-191.219,3.7572,538.483,0.033
-190.871,3.6052,538.429,0.027
-190.523,3.4749,538.375,0.0209
-190.174,3.3446,538.321,0.0148
-189.826,3.2143,538.267,8.78E-03
-189.478,3.0839,538.213,2.80E-03
-189.129,2.9536,538.159,-3.07E-03
-188.781,2.8451,538.105,-8.78E-03
-188.433,2.7147,538.051,-0.0143
-188.084,2.5844,537.997,-0.0195
-187.736,2.4541,537.943,-0.0245
-187.388,2.3238,537.889,-0.0291
-187.04,2.1935,537.835,-0.0333
-186.691,2.0777,537.781,-0.0372
-186.343,1.9526,537.727,-0.0405
-185.995,1.8295,537.673,-0.0434
-185.646,1.7092,537.619,-0.0457
-185.298,1.5925,537.565,-0.0475
-184.95,1.48,537.511,-0.0487
-184.601,1.3724,537.457,-0.0493
-184.253,1.2703,537.403,-0.0492
-183.905,1.1739,537.349,-0.0486
-183.556,1.0834,537.295,-0.0472
-183.208,0.999,537.241,-0.0452
-182.86,0.9205,537.187,-0.0425
-182.512,0.8478,537.133,-0.0391
-182.163,0.7804,537.079,-0.035
-181.815,0.7181,537.024,-0.0302
-181.467,0.6603,536.97,-0.0248
-181.118,0.6066,536.916,-0.0187
-180.77,0.5566,536.862,-0.012
-180.422,0.5099,536.808,-4.59E-03
-180.073,0.466,536.754,3.39E-03
-179.725,0.4247,536.7,0.0119
-179.377,0.3858,536.646,0.021
-179.028,0.3491,536.592,0.0307
-178.68,0.3145,536.538,0.0408
-178.332,0.2818,536.484,0.0513
-177.984,0.2511,536.43,0.0622
-177.635,0.2224,536.376,0.0735
-177.287,0.1957,536.322,0.0852
-176.939,0.171,536.268,0.097
-176.59,0.1484,536.214,0.1091
-176.242,0.1277,536.16,0.1213
-175.894,0.1091,536.106,0.1337
-175.545,0.0925,536.052,0.1461
-175.197,0.0777,535.998,0.1585
-174.849,0.0647,535.944,0.1709
-174.501,0.0535,535.89,0.1831
-174.152,0.0438,535.836,0.1952
-173.804,0.0355,535.782,0.207
-173.456,0.0286,535.728,0.2186
-173.107,0.0228,535.674,0.2298
-172.759,0.018,535.62,0.2407
-172.411,0.0141,535.566,0.2511
-172.062,0.0109,535.512,0.2611
-171.714,8.39E-03,535.458,0.2705
-171.366,6.38E-03,535.404,0.2793
-171.017,4.81E-03,535.349,0.2876
-170.669,3.59E-03,535.295,0.2952
-170.321,2.66E-03,535.241,0.3021
-169.973,1.95E-03,535.187,0.3083
-169.624,1.42E-03,535.133,0.3137
-169.276,1.02E-03,535.079,0.3184
-168.928,7.25E-04,535.025,0.3223
-168.579,5.12E-04,534.971,0.3253
-168.231,3.58E-04,534.917,0.3275
-167.883,2.48E-04,534.863,0.3289
-167.534,1.70E-04,534.809,0.3294
-167.186,1.16E-04,534.755,0.3291
-166.838,7.78E-05,534.701,0.3279
-166.49,5.18E-05,534.647,0.3259
-166.141,3.42E-05,534.593,0.323
-165.793,2.24E-05,534.539,0.3193
-165.445,1.45E-05,534.485,0.3148
-165.096,9.31E-06,534.431,0.3095
-164.748,5.92E-06,534.377,0.3034
-164.4,3.73E-06,534.323,0.2965
-164.051,2.32E-06,534.269,0.289
-163.703,1.44E-06,534.215,0.2807
-163.355,8.79E-07,534.161,0.2718
-163.006,5.33E-07,534.107,0.2622
-162.658,3.20E-07,534.053,0.2521
-162.31,1.90E-07,533.999,0.2415
-161.962,1.12E-07,533.945,0.2303
-161.613,6.53E-08,533.891,0.2187
-161.265,3.78E-08,533.837,0.2067
-160.917,2.16E-08,533.783,0.1944
-160.568,1.23E-08,533.728,0.1817
-160.22,6.88E-09,533.674,0.1688
-159.872,3.83E-09,533.62,0.1557
-159.523,2.11E-09,533.566,0.1424
-159.175,1.15E-09,533.512,0.1291
-158.827,6.22E-10,533.458,0.1156
-158.479,3.33E-10,533.404,0.1022
-158.13,1.77E-10,533.35,0.0888
-157.782,9.28E-11,533.296,0.0755
-157.434,4.83E-11,533.242,0.0624
-157.085,2.49E-11,533.188,0.0494
-156.737,1.27E-11,533.134,0.0367
-156.389,6.43E-12,533.08,0.0243
-156.04,3.22E-12,533.026,0.0121
-155.692,1.60E-12,532.972,3.38E-04
-155.344,7.85E-13,532.918,-0.0111
-154.995,3.83E-13,532.864,-0.022
-154.647,1.85E-13,532.81,-0.0326
-154.299,8.95E-14,532.756,-0.0426
-153.951,4.46E-14,532.702,-0.0522
-153.602,2.35E-14,532.648,-0.0612
-153.254,1.19E-14,532.594,-0.0697
-152.906,8.15E-15,532.54,-0.0776
-152.557,4.48E-15,532.486,-0.085
-152.209,9.46E-16,532.432,-0.0918
-151.861,5.15E-15,532.378,-0.0979
-151.512,5.64E-15,532.324,-0.1035
-151.164,2.78E-15,532.27,-0.1085
-150.816,1.32E-15,532.216,-0.1128
-150.468,3.15E-15,532.162,-0.1166
-150.119,3.81E-15,532.108,-0.1198
-149.771,-4.74E-16,532.053,-0.1223
-149.423,5.73E-15,531.999,-0.1244
-149.074,1.31E-15,531.945,-0.1258
-148.726,5.61E-15,531.891,-0.1267
-148.378,-3.52E-16,531.837,-0.1271
-148.029,7.73E-15,531.783,-0.1269
-147.681,2.90E-15,531.729,-0.1263
-147.333,3.61E-15,531.675,-0.1251
-146.984,5.50E-15,531.621,-0.1236
-146.636,3.45E-15,531.567,-0.1215
-146.288,7.89E-15,531.513,-0.1191
-145.94,5.63E-15,531.459,-0.1163
-145.591,6.95E-15,531.405,-0.1132
-145.243,1.78E-16,531.351,-0.1097
-144.895,6.42E-15,531.297,-0.1059
-144.546,1.44E-15,531.243,-0.1018
-144.198,2.06E-15,531.189,-0.0974
-143.85,6.07E-16,531.135,-0.0929
-143.501,5.05E-15,531.081,-0.0881
-143.153,1.22E-15,531.027,-0.0831
-142.805,2.90E-15,530.973,-0.078
-142.457,2.49E-15,530.919,-0.0728
-142.108,2.90E-15,530.865,-0.0674
-141.76,5.08E-15,530.811,-0.062
-141.412,4.70E-15,530.757,-0.0564
-141.063,9.84E-16,530.703,-0.0508
